1.12925	1.03911	0.94385	0.84442	0.74182	0.63707	0.53123	0.42533	0.32046	0.21764	0.11792	0.02228	-0.06832	-0.15297	-0.23082	-0.30111	-0.36312	-0.41624	-0.45994	-0.49378	-0.51742	-0.53062	-0.53326	-0.52531	-0.50684	-0.47805	-0.43921	-0.39072	-0.33306	-0.26681	-0.19264	-0.11127	-0.02352	0.06972	0.16753	0.26894	0.37292	0.47843	0.58444	0.68986	0.79366	0.89479	0.99225	1.08506	1.17229	1.25307	1.32659	1.39213	1.44902	1.49669	1.53468	1.56259	1.58016	1.58720	1.58365	1.56954	1.54501	1.51031	1.46578	1.41188	1.34912	1.27816	1.19968	1.11449	1.02342	0.92739	0.82736	0.72433	0.61932	0.51339	0.40760	0.30300	0.20063	0.10153	0.00667	-0.08299	-0.16655	-0.24319	-0.31213	-0.37269	-0.42426	-0.46633	-0.49847	-0.52037	-0.53181	-0.53266	-0.52293	-0.50272	-0.47221	-0.43172	-0.38165	-0.32251	-0.25488	-0.17943	-0.09694	-0.00820	0.08588	0.18436	0.28627	0.39058	0.49625	1
-6.42714	-6.28546	-6.14378	-6.00210	-5.86042	-5.71874	-5.57706	-5.43538	-5.29370	-5.15202	-5.01034	-4.86866	-4.72698	-4.58530	-4.44362	-4.30194	-4.16026	-4.01858	-3.87690	-3.73522	-3.59354	-3.45186	-3.31018	-3.16850	-3.02682	-2.88514	-2.74346	-2.60178	-2.46010	-2.31842	-2.17674	-2.03506	-1.89338	-1.75170	-1.61002	-1.46834	-1.32666	-1.18498	-1.04330	-0.90162	-0.75994	-0.61826	-0.47658	-0.33490	-0.19322	-0.05154	0.09014	0.23182	0.37350	0.51518	0.65686	0.79854	0.94022	1.08190	1.22358	1.36526	1.50694	1.64862	1.79030	1.93198	2.07366	2.21534	2.35702	2.49870	2.64038	2.78206	2.92374	3.06542	3.20710	3.34878	3.49046	3.63214	3.77382	3.91550	4.05718	4.19886	4.34054	4.48222	4.62390	4.76558	4.90726	5.04894	5.19062	5.33230	5.47398	5.61566	5.75734	5.89902	6.04070	6.18238	6.32406	6.46574	6.60742	6.74910	6.89078	7.03246	7.17414	7.31582	7.45750	7.59918	7.74086	2
39.67106	38.08857	36.53863	35.02126	33.53644	32.08418	30.66449	29.27735	27.92277	26.60075	25.31129	24.05439	22.83005	21.63827	20.47904	19.35238	18.25828	17.19673	16.16775	15.17132	14.20746	13.27615	12.37741	11.51122	10.67759	9.87652	9.10802	8.37207	7.66868	6.99785	6.35958	5.75387	5.18071	4.64012	4.13209	3.65662	3.21370	2.80335	2.42555	2.08032	1.76764	1.48752	1.23997	1.02497	0.84253	0.69265	0.57533	0.49057	0.43837	0.41873	0.43165	0.47713	0.55517	0.66576	0.80892	0.98464	1.19291	1.43375	1.70714	2.01310	2.35161	2.72268	3.12631	3.56251	4.03126	4.53257	5.06644	5.63287	6.23186	6.86340	7.52751	8.22418	8.95341	9.71519	10.50954	11.33644	12.19591	13.08793	14.01252	14.96966	15.95936	16.98163	18.03645	19.12383	20.24377	21.39627	22.58133	23.79895	25.04913	26.33186	27.64716	28.99502	30.37543	31.78841	33.23395	34.71204	36.22269	37.76591	39.34168	40.95001	42.59091	3
-0.79097	-0.81977	-0.83871	-0.84760	-0.84635	-0.83497	-0.81358	-0.78239	-0.74171	-0.69195	-0.63361	-0.56727	-0.49358	-0.41330	-0.32722	-0.23619	-0.14114	-0.04300	0.05723	0.15856	0.25998	0.36048	0.45904	0.55468	0.64645	0.73343	0.81476	0.88961	0.95725	1.01699	1.06824	1.11049	1.14331	1.16638	1.17947	1.18244	1.17526	1.15802	1.13087	1.09410	1.04806	0.99322	0.93013	0.85941	0.78178	0.69801	0.60893	0.51544	0.41847	0.31899	0.21799	0.11648	0.01548	-0.08400	-0.18098	-0.27447	-0.36356	-0.44734	-0.52498	-0.59570	-0.65881	-0.71366	-0.75970	-0.79649	-0.82365	-0.84091	-0.84810	-0.84514	-0.83207	-0.80901	-0.77620	-0.73397	-0.68273	-0.62300	-0.55537	-0.48052	-0.39921	-0.31223	-0.22046	-0.12483	-0.02627	0.07422	0.17564	0.27697	0.37721	0.47535	0.57041	0.66144	0.74753	0.82782	0.90151	0.96786	1.02622	1.07599	1.11668	1.14788	1.16928	1.18068	1.18194	1.17306	1.15414	1
-5.15867	-5.04805	-4.93743	-4.82681	-4.71619	-4.60556	-4.49494	-4.38432	-4.27370	-4.16308	-4.05246	-3.94183	-3.83121	-3.72059	-3.60997	-3.49935	-3.38873	-3.27810	-3.16748	-3.05686	-2.94624	-2.83562	-2.72500	-2.61437	-2.50375	-2.39313	-2.28251	-2.17189	-2.06127	-1.95064	-1.84002	-1.72940	-1.61878	-1.50816	-1.39754	-1.28691	-1.17629	-1.06567	-0.95505	-0.84443	-0.73381	-0.62318	-0.51256	-0.40194	-0.29132	-0.18070	-0.07008	0.04054	0.15117	0.26179	0.37241	0.48303	0.59365	0.70427	0.81490	0.92552	1.03614	1.14676	1.25738	1.36800	1.47863	1.58925	1.69987	1.81049	1.92111	2.03173	2.14236	2.25298	2.36360	2.47422	2.58484	2.69546	2.80609	2.91671	3.02733	3.13795	3.24857	3.35919	3.46982	3.58044	3.69106	3.80168	3.91230	4.02292	4.13355	4.24417	4.35479	4.46541	4.57603	4.68665	4.79728	4.90790	5.01852	5.12914	5.23976	5.35038	5.46100	5.57163	5.68225	5.79287	5.90349	2
27.84402	26.70685	25.59364	24.50440	23.43912	22.39780	21.38044	20.38705	19.41761	18.47214	17.55064	16.65309	15.77951	14.92989	14.10423	13.30254	12.52480	11.77103	11.04123	10.33538	9.65350	8.99558	8.36162	7.75162	7.16559	6.60351	6.06541	5.55126	5.06107	4.59485	4.15259	3.73429	3.33996	2.96959	2.62318	2.30073	2.00224	1.72772	1.47716	1.25056	1.04792	0.86925	0.71454	0.58379	0.47700	0.39418	0.33532	0.30042	0.28948	0.30251	0.33949	0.40044	0.48536	0.59423	0.72707	0.88387	1.06463	1.26935	1.49804	1.75069	2.02730	2.32787	2.65241	3.00091	3.37337	3.76979	4.19018	4.63452	5.10283	5.59511	6.11134	6.65154	7.21570	7.80382	8.41591	9.05195	9.71196	10.39593	11.10387	11.83576	12.59162	13.37144	14.17523	15.00297	15.85468	16.73035	17.62998	18.55358	19.50114	20.47266	21.46814	22.48758	23.53099	24.59836	25.68969	26.80499	27.94424	29.10746	30.29464	31.50579	32.74089	3
-1.62336	-1.71481	-1.78860	-1.84399	-1.88043	-1.89755	-1.89519	-1.87337	-1.83230	-1.77240	-1.69426	-1.59867	-1.48657	-1.35910	-1.21752	-1.06325	-0.89784	-0.72292	-0.54025	-0.35166	-0.15903	0.03571	0.23063	0.42377	0.61320	0.79703	0.97342	1.14061	1.29693	1.44082	1.57084	1.68569	1.78422	1.86546	1.92858	1.97295	1.99815	2.00390	1.99015	1.95705	1.90492	1.83428	1.74584	1.64049	1.51926	1.38339	1.23422	1.07324	0.90207	0.72241	0.53606	0.34487	0.15077	-0.04431	-0.23842	-0.42963	-0.61601	-0.79572	-0.96694	-1.12798	-1.27722	-1.41318	-1.53449	-1.63994	-1.72847	-1.79922	-1.85145	-1.88466	-1.89852	-1.89288	-1.86780	-1.82353	-1.76051	-1.67938	-1.58094	-1.46618	-1.33625	-1.19243	-1.03618	-0.86904	-0.69270	-0.50891	-0.31950	-0.12638	0.06853	0.26328	0.45593	0.64455	0.82725	1.00222	1.16770	1.32204	1.46369	1.59125	1.70343	1.79912	1.87736	1.93737	1.97854	2.00048	2.00295	1
-8.42017	-8.24639	-8.07260	-7.89881	-7.72503	-7.55124	-7.37746	-7.20367	-7.02988	-6.85610	-6.68231	-6.50853	-6.33474	-6.16096	-5.98717	-5.81338	-5.63960	-5.46581	-5.29203	-5.11824	-4.94445	-4.77067	-4.59688	-4.42310	-4.24931	-4.07553	-3.90174	-3.72795	-3.55417	-3.38038	-3.20660	-3.03281	-2.85903	-2.68524	-2.51145	-2.33767	-2.16388	-1.99010	-1.81631	-1.64252	-1.46874	-1.29495	-1.12117	-0.94738	-0.77360	-0.59981	-0.42602	-0.25224	-0.07845	0.09533	0.26912	0.44291	0.61669	0.79048	0.96426	1.13805	1.31183	1.48562	1.65941	1.83319	2.00698	2.18076	2.35455	2.52833	2.70212	2.87591	3.04969	3.22348	3.39726	3.57105	3.74484	3.91862	4.09241	4.26619	4.43998	4.61376	4.78755	4.96134	5.13512	5.30891	5.48269	5.65648	5.83027	6.00405	6.17784	6.35162	6.52541	6.69919	6.87298	7.04677	7.22055	7.39434	7.56812	7.74191	7.91570	8.08948	8.26327	8.43705	8.61084	8.78462	8.95841	2
33.77427	32.42045	31.09509	29.79818	28.52973	27.28974	26.07820	24.89512	23.74050	22.61433	21.51662	20.44737	19.40657	18.39423	17.41035	16.45493	15.52796	14.62944	13.75939	12.91779	12.10464	11.31996	10.56373	9.83596	9.13664	8.46578	7.82338	7.20943	6.62395	6.06691	5.53834	5.03822	4.56656	4.12335	3.70860	3.32231	2.96448	2.63510	2.33418	2.06171	1.81770	1.60215	1.41506	1.25642	1.12624	1.02451	0.95124	0.90643	0.89008	0.90218	0.94274	1.01175	1.10922	1.23515	1.38954	1.57238	1.78368	2.02344	2.29165	2.58832	2.91344	3.26703	3.64907	4.05956	4.49851	4.96592	5.46179	5.98611	6.53889	7.12013	7.72982	8.36797	9.03458	9.72964	10.45316	11.20514	11.98557	12.79446	13.63181	14.49761	15.39187	16.31459	17.26576	18.24539	19.25348	20.29002	21.35502	22.44848	23.57039	24.72076	25.89959	27.10687	28.34262	29.60681	30.89947	32.22058	33.57014	34.94817	36.35465	37.78959	39.25298	3
-1.03473	-1.07537	-1.10225	-1.11511	-1.11381	-1.09837	-1.06895	-1.02583	-0.96945	-0.90038	-0.81929	-0.72701	-0.62445	-0.51264	-0.39270	-0.26582	-0.13327	0.00363	0.14349	0.28494	0.42655	0.56691	0.70462	0.83830	0.96662	1.08829	1.20210	1.30691	1.40167	1.48544	1.55738	1.61677	1.66302	1.69567	1.71438	1.71898	1.70941	1.68578	1.64831	1.59739	1.53352	1.45734	1.36961	1.27120	1.16311	1.04641	0.92226	0.79191	0.65666	0.51786	0.37690	0.23519	0.09414	-0.04484	-0.18037	-0.31107	-0.43566	-0.55288	-0.66157	-0.76063	-0.84908	-0.92604	-0.99073	-1.04251	-1.08086	-1.10540	-1.11588	-1.11220	-1.09440	-1.06265	-1.01727	-0.95871	-0.88756	-0.80454	-0.71046	-0.60627	-0.49301	-0.37181	-0.24389	-0.11052	0.02697	0.16720	0.30878	0.45028	0.59029	0.72742	0.86029	0.98757	1.10801	1.22038	1.32357	1.41655	1.49839	1.56826	1.62548	1.66947	1.69980	1.71615	1.71836	1.70642	1.68044	1
